Year of arrival at port of disembarkation,Total embarked,Total disembarked,Total died
1720,169,150,19
1720,237,190,47
1720,386,267,119
1720,367,313,54
1720,400,343,57
1720,367,313,54
1720,367,313,54
1720,183,164,19
1720,126,37,89
1720,150,106,44
1720,383,307,76
1720,307,246,61
1720,386,351,35
1720,406,356,50
1720,468,403,65
1720,468,403,65
1720,363,311,52
1720,468,403,65
1720,468,403,65
1720,190,154,36
1720,215,176,39
1721,439,396,43
1721,241,213,28
1721,214,182,32
1721,363,311,52
1721,468,403,65
1721,468,403,65
1721,468,403,65
1721,158,118,40
1721,250,233,17
1721,257,211,46
1721,100,99,1
1721,208,208,0
1721,323,294,29
1721,285,228,57
1721,273,236,37
1721,388,357,31
1721,112,108,4
1721,465,406,59
1721,192,133,59
1721,185,160,25
1721,273,236,37
1721,125,108,17
1721,231,184,47
1721,252,223,29
1721,273,236,37
1721,273,236,37
1721,200,173,27
1721,465,403,62
1721,118,105,13
1721,69,59,10
1721,386,351,35
1721,237,190,47
1721,250,233,17
1721,202,153,49
1721,209,193,16
1721,340,300,40
1721,273,236,37
1721,169,150,19
1721,240,120,120
1721,110,104,6
1721,188,130,58
1721,118,105,13
1721,260,230,30
1721,118,105,13
1721,118,105,13
1721,266,222,44
1721,311,260,51
1721,262,221,41
1721,118,105,13
1721,129,129,0
1721,492,412,80
1721,292,260,32
1721,118,105,13
1721,237,190,47
1721,237,190,47
1721,118,105,13
1721,260,230,30
1721,118,105,13
1721,465,403,62
1721,572,517,55
1721,87,70,17
1721,129,129,0
1721,465,403,62
1721,212,194,18
1721,237,190,47
1721,209,175,34
1721,237,190,47
1721,131,117,14
1721,72,59,13
1721,250,209,41
1721,142,131,11
1721,123,110,13
1721,208,188,20
1721,11,9,2
1721,178,149,29
1721,261,209,52
1721,149,103,46
1721,125,100,25
1721,118,105,13
1721,350,342,8
1721,500,371,129
1721,327,273,54
1721,73,67,6
1721,388,357,31
1721,388,357,31
1721,388,357,31
1721,388,357,31
1721,388,357,31
1721,388,357,31
1721,137,104,33
1721,326,250,76
1721,237,190,47
1721,311,296,15
1721,56,50,6
1721,300,289,11
1721,200,196,4
1721,250,222,28
1721,138,122,16
1721,221,177,44
1721,603,447,156
1721,273,236,37
1721,406,339,67
1721,118,105,13
1721,221,195,26
1721,412,360,52
1721,200,192,8
1721,150,136,14
1721,432,349,83
1721,170,158,12
1721,161,148,13
1721,465,403,62
1721,244,209,35
1721,465,403,62
1721,118,105,13
1721,120,114,6
1721,250,229,21
1721,332,266,66
1721,311,269,42
1721,300,281,19
1721,280,224,56
1721,163,124,39
1721,256,214,42
1721,329,275,54
1721,292,222,70
1721,85,78,7
1721,319,274,45
1721,340,290,50
1721,244,209,35
1721,406,356,50
1721,273,236,37
1721,316,264,52
1721,272,228,44
1721,391,349,42
1721,417,200,217
1721,340,303,37
1721,200,197,3
1721,386,351,35
1721,244,209,35
1722,200,185,15
1722,433,400,33
1722,120,116,4
1722,468,403,65
1722,386,351,35
1722,237,190,47
1722,341,285,56
1722,285,238,47
1722,237,190,47
1722,96,80,16
1722,179,150,29
1722,468,403,65
1722,62,50,12
1722,129,114,15
1722,292,260,32
1722,113,100,13
1722,237,190,47
1722,661,558,103
1722,485,379,106
1722,465,403,62
1722,212,194,18
1722,500,398,102
1722,212,194,18
1722,301,272,29
1722,260,230,30
1722,260,230,30
1722,118,105,13
1722,253,244,9
1722,237,190,47
1722,237,190,47
1722,144,120,24
1722,175,145,30
1722,325,277,48
1722,343,289,54
1722,241,227,14
1722,154,141,13
1722,237,190,47
1722,525,40,485
1722,216,185,31
1722,80,71,9
1722,142,114,28
1722,211,180,31
1722,212,198,14
1722,118,104,14
1722,335,280,55
1722,359,300,59
1722,203,170,33
1722,96,73,23
1722,219,166,53
1722,242,202,40
1722,372,301,71
1722,167,140,27
1722,181,151,30
1722,328,290,38
1722,260,230,30
1722,118,105,13
1722,562,471,91
1722,10,9,1
1722,237,190,47
1722,251,203,48
1722,362,320,42
1722,179,150,29
1722,18,15,3
1722,236,197,39
1722,298,249,49
1722,193,161,32
1722,187,156,31
1722,145,121,24
1722,400,350,50
1722,615,560,55
1722,237,190,47
1722,237,190,47
1722,60,48,12
1722,151,125,26
1722,328,290,38
1722,300,294,6
1722,237,190,47
1722,294,257,37
1722,350,344,6
1722,107,100,7
1722,370,320,50
1722,650,372,278
1722,174,154,20
1722,318,266,52
1722,201,190,11
1722,269,230,39
1722,135,108,27
1722,20,18,2
1722,240,192,48
1722,120,107,13
1722,223,193,30
1722,278,223,55
1722,465,403,62
1722,406,356,50
1722,265,205,60
1722,280,241,39
1722,206,201,5
1722,150,138,12
1722,329,312,17
1722,290,268,22
1722,89,79,10
1722,299,254,45
1722,394,353,41
1722,420,414,6
1722,214,196,18
1722,525,323,202
1722,386,351,35
1722,367,313,54
1722,280,248,32
1722,335,317,18
1722,140,128,12
1722,386,351,35
1722,118,105,13
1722,406,356,50
1722,118,105,13
1722,118,105,13
1722,118,105,13
1722,202,167,35
1722,309,254,55
1722,105,87,18
1722,147,132,15
1722,112,111,1
1722,205,84,121
1722,390,305,85
1722,109,84,25
1722,405,381,24
1722,244,209,35
1722,300,251,49
1722,239,221,18
1722,239,214,25
1722,259,254,5
1722,131,104,27
1722,250,213,37
1722,388,357,31
1722,206,190,16
1722,388,357,31
1722,388,357,31
1722,388,357,31
1722,388,357,31
1722,388,357,31
1722,149,126,23
1722,86,79,7
1722,388,357,31
1722,212,194,18
1722,388,357,31
1722,388,357,31
1722,388,357,31
1722,118,105,13
1722,96,86,10
1722,492,412,80
1722,492,412,80
1722,492,412,80
1722,194,185,9
1722,30,24,6
1722,244,209,35
1723,400,316,84
1723,406,356,50
1723,260,230,30
1723,260,230,30
1723,301,272,29
1723,384,344,40
1723,162,153,9
1723,397,355,42
1723,357,319,38
1723,212,194,18
1723,492,412,80
1723,465,403,62
1723,212,194,18
1723,292,260,32
1723,260,230,30
1723,465,403,62
1723,118,105,13
1723,465,403,62
1723,357,319,38
1723,465,403,62
1723,118,105,13
1723,492,412,80
1723,118,105,13
1723,321,284,37
1723,292,260,32
1723,118,105,13
1723,142,127,15
1723,143,127,16
1723,153,134,19
1723,118,105,13
1723,187,156,31
1723,492,412,80
1723,244,209,35
1723,340,284,56
1723,317,265,52
1723,121,118,3
1723,386,267,119
1723,367,313,54
1723,118,105,13
1723,160,137,23
1723,250,229,21
1723,212,194,18
1723,118,105,13
1723,417,349,68
1723,69,63,6
1723,386,351,35
1723,260,230,30
1723,141,125,16
1723,778,746,32
1723,273,236,37
1723,457,356,101
1723,260,230,30
1723,235,201,34
1723,275,230,45
1723,388,357,31
1723,20,16,4
1723,237,190,47
1723,176,158,18
1723,644,598,46
1723,300,283,17
1723,237,190,47
1723,340,313,27
1723,290,277,13
1723,150,140,10
1723,455,347,108
1723,722,637,85
1723,205,164,41
1723,176,146,30
1723,237,190,47
1723,612,557,55
1723,208,174,34
1723,309,239,70
1723,325,288,37
1723,212,170,42
1723,225,180,45
1723,299,250,49
1723,323,270,53
1723,346,296,50
1723,227,201,26
1723,234,231,3
1723,105,90,15
1723,138,118,20
1723,83,70,13
1723,140,117,23
1723,237,190,47
1723,370,320,50
1723,388,357,31
1723,419,350,69
1723,339,209,130
1723,215,178,37
1723,211,169,42
1723,215,172,43
1723,201,168,33
1723,287,230,57
1723,169,150,19
1723,303,230,73
1723,185,175,10
1723,237,190,47
1723,244,209,35
1723,102,90,12
1723,282,203,79
1723,400,366,34
1723,300,299,1
1723,121,108,13
1723,319,290,29
1723,241,197,44
1723,237,190,47
1723,449,375,74
1723,359,300,59
1723,215,180,35
1723,127,117,10
1723,201,198,3
1723,465,403,62
1723,32,29,3
1723,63,63,0
1723,53,48,5
1723,200,197,3
1723,350,271,79
1723,124,102,22
1723,271,217,54
1723,283,242,41
1723,142,115,27
1723,388,357,31
1723,388,357,31
1723,388,357,31
1723,80,78,2
1723,100,95,5
1723,388,357,31
1723,388,357,31
1723,388,357,31
1723,465,403,62
1723,365,303,62
1723,423,290,133
1723,278,263,15
1723,221,192,29
1723,407,330,77
1723,300,260,40
1723,443,392,51
1723,144,127,17
1723,260,230,30
1723,446,399,47
1724,367,313,54
1724,367,313,54
1724,367,313,54
1724,699,640,59
1724,419,375,44
1724,359,315,44
1724,404,370,34
1724,137,124,13
1724,260,230,30
1724,60,49,11
1724,140,112,28
1724,320,286,34
1724,492,412,80
1724,260,230,30
1724,118,105,13
1724,129,129,0
1724,118,105,13
1724,118,105,13
1724,386,351,35
1724,118,105,13
1724,465,403,62
1724,212,194,18
1724,118,105,13
1724,250,219,31
1724,212,194,18
1724,298,273,25
1724,131,117,14
1724,99,88,11
1724,138,123,15
1724,406,356,50
1724,118,105,13
1724,368,329,39
1724,33,29,4
1724,492,412,80
1724,465,403,62
1724,118,105,13
1724,492,412,80
1724,507,433,74
1724,492,412,80
1724,260,217,43
1724,158,135,23
1724,407,340,67
1724,168,139,29
1724,233,195,38
1724,315,263,52
1724,449,375,74
1724,455,400,55
1724,235,208,27
1724,272,243,29
1724,182,167,15
1724,388,357,31
1724,468,403,65
1724,388,357,31
1724,244,209,35
1724,205,150,55
1724,143,122,21
1724,145,116,29
1724,240,201,39
1724,118,105,13
1724,118,105,13
1724,418,362,56
1724,780,692,88
1724,273,236,37
1724,587,525,62
1724,367,313,54
1724,260,230,30
1724,260,230,30
1724,120,110,10
1724,371,328,43
1724,247,226,21
1724,461,394,67
1724,529,452,77
1724,388,357,31
1724,388,357,31
1724,40,39,1
1724,419,327,92
1724,414,410,4
1724,131,116,15
1724,412,375,37
1724,250,200,50
1724,237,190,47
1724,153,135,18
1724,384,344,40
1724,415,371,44
1724,360,324,36
1724,296,261,35
1724,556,520,36
1724,118,105,13
1724,127,113,14
1724,329,281,48
1724,392,370,22
1724,342,340,2
1724,153,131,22
1724,605,535,70
1724,285,252,33
1724,292,260,32
1724,469,366,103
1724,237,190,47
1724,427,331,96
1724,144,121,23
1724,140,120,20
1724,415,351,64
1724,388,357,31
1724,388,357,31
1724,388,357,31
1724,388,357,31
1724,522,460,62
1724,274,210,64
1724,212,194,18
1724,118,105,13
1724,118,105,13
1724,377,326,51
1724,386,351,35
1724,386,351,35
1724,311,260,51
1724,237,190,47
1724,371,357,14
1724,403,349,54
1724,174,154,20
1724,50,47,3
1724,89,79,10
1724,37,30,7
1724,261,209,52
1724,245,196,49
1724,266,213,53
1724,369,326,43
1724,645,557,88
1724,201,168,33
1724,328,274,54
1724,325,260,65
1724,273,236,37
1724,372,311,61
1724,377,315,62
1724,146,117,29
1724,371,310,61
1724,242,220,22
1724,411,332,79
1724,628,562,66
1724,204,122,82
1724,148,131,17
1724,150,147,3
1724,237,190,47
1724,312,250,62
1724,570,445,125
1724,233,187,46
1724,335,280,55
1724,304,231,73
1724,237,190,47
1724,228,183,45
1724,305,255,50
1724,27,27,0
1724,269,225,44
1724,298,239,59
1724,237,190,47
1724,300,267,33
1724,625,575,50
1724,351,338,13
1724,402,355,47
1724,159,127,32
1724,127,102,25
1724,272,218,54
1724,252,230,22
1724,426,360,66
1724,237,218,19
1724,368,315,53
1724,250,200,50
1724,197,158,39
1724,367,313,54
1724,300,256,44
1724,129,98,31
1724,237,190,47
1724,159,127,32
1724,218,175,43
1724,237,190,47
1724,301,272,29
1724,212,194,18
1724,118,105,13
1724,118,105,13
1724,624,541,83
1724,625,559,66
1724,609,557,52
1724,118,105,13
1724,1037,918,119
1724,212,194,18
1724,749,670,79
1724,113,107,6
1724,599,519,80
1724,374,332,42
1724,784,784,0
1724,269,239,30
1724,612,537,75
1725,579,400,179
1725,465,403,62
1725,212,194,18
1725,465,403,62
1725,301,272,29
1725,260,230,30
1725,492,412,80
1725,260,230,30
1725,48,41,7
1725,309,258,51
1725,166,152,14
1725,304,263,41
1725,237,190,47
1725,293,235,58
1725,173,145,28
1725,110,109,1
1725,525,501,24
1725,482,466,16
1725,357,319,38
1725,118,105,13
1725,49,44,5
1725,460,375,85
1725,464,379,85
1725,465,403,62
1725,260,230,30
1725,492,412,80
1725,138,66,72
1725,210,207,3
1725,300,294,6
1725,100,99,1
1725,501,478,23
1725,540,509,31
1725,220,205,15
1725,153,133,20
1725,358,329,29
1725,269,225,44
1725,107,89,18
1725,443,370,73
1725,201,168,33
1725,266,225,41
1725,327,262,65
1725,98,84,14
1725,237,190,47
1725,300,254,46
1725,224,199,25
1725,94,77,17
1725,260,230,30
1725,263,220,43
1725,337,287,50
1725,71,59,12
1725,144,120,24
1725,94,78,16
1725,180,161,19
1725,282,236,46
1725,190,175,15
1725,132,118,14
1725,180,160,20
1725,172,154,18
1725,600,524,76
1725,238,194,44
1725,292,260,32
1725,240,192,48
1725,195,163,32
1725,104,83,21
1725,269,225,44
1725,237,190,47
1725,443,383,60
1725,237,190,47
1725,174,160,14
1725,182,158,24
1725,465,400,65
1725,83,69,14
1725,313,251,62
1725,154,123,31
1725,388,357,31
1725,388,357,31
1725,273,236,37
1725,212,194,18
1725,237,190,47
1725,260,230,30
1725,492,412,80
1725,118,105,13
1725,292,244,48
1725,242,202,40
1725,281,235,46
1725,217,181,36
1725,272,228,44
1725,148,131,17
1725,388,357,31
1725,388,357,31
1725,301,272,29
1725,164,147,17
1725,118,105,13
1725,212,194,18
1725,118,105,13
1725,301,272,29
1725,118,105,13
1725,325,306,19
1725,556,506,50
1725,273,236,37
1725,453,431,22
1725,129,129,0
1725,378,316,62
1725,237,190,47
1725,213,178,35
1725,388,357,31
1725,388,357,31
1725,388,357,31
1725,388,357,31
1725,388,357,31
1725,212,194,18
1725,118,105,13
1725,118,105,13
1725,465,403,62
1725,465,403,62
1725,260,230,30
1725,167,134,33
1725,174,139,35
1725,309,258,51
1725,674,583,91
1725,388,357,31
1725,260,230,30
1725,325,278,47
1725,250,200,50
1725,225,180,45
1725,51,45,6
1725,194,166,28
1725,237,190,47
1725,324,295,29
1725,544,425,119
1725,568,484,84
1725,179,147,32
1725,82,70,12
1725,443,370,73
1725,237,190,47
1725,286,253,33
1725,267,240,27
1725,487,380,107
1725,81,67,14
1725,500,465,35
1725,50,43,7
1725,492,412,80
1725,386,351,35
1725,118,105,13
1725,260,230,30
1725,260,230,30
1725,509,463,46
1725,160,147,13
1725,118,105,13
1725,492,412,80
1725,212,194,18
1725,118,105,13
1725,212,194,18
1725,318,272,46
1725,415,355,60
1725,195,167,28
1725,225,192,33
1725,388,357,31
1725,388,357,31
1725,388,357,31
1725,388,357,31
1725,289,259,30
1725,465,403,62
1725,386,351,35
1725,388,357,31
1725,388,357,31
1725,237,190,47
1725,643,611,32
1725,208,178,30
1725,320,274,46
1725,108,96,12
1725,367,335,32
1725,190,175,15
1725,390,372,18
1725,129,129,0
1725,118,105,13
1725,465,403,62
1725,118,105,13
1725,250,249,1
1725,570,445,125
1725,196,174,22
1725,657,581,76
1725,121,118,3
1725,52,46,6
1725,118,105,13
1725,118,105,13
1725,341,305,36
1725,162,153,9
1725,342,303,39
1725,228,173,55
1725,359,300,59
1725,262,210,52
1725,265,201,64
1725,377,326,51
1725,287,230,57
1725,283,234,49
1725,237,190,47
1725,465,403,62
1725,140,120,20
1725,151,126,25
1725,517,501,16
1725,6,5,1
1725,244,209,35
1725,333,267,66
1725,212,194,18
1726,106,92,14
1726,248,226,22
1726,606,507,99
1726,122,103,19
1726,300,228,72
1726,271,217,54
1726,176,156,20
1726,66,56,10
1726,233,197,36
1726,175,170,5
1726,407,341,66
1726,168,152,16
1726,271,217,54
1726,317,280,37
1726,271,217,54
1726,271,217,54
1726,294,246,48
1726,300,275,25
1726,358,300,58
1726,515,446,69
1726,310,250,60
1726,175,157,18
1726,220,180,40
1726,177,150,27
1726,388,357,31
1726,250,230,20
1726,388,357,31
1726,388,357,31
1726,388,357,31
1726,437,378,59
1726,217,186,31
1726,630,545,85
1726,344,286,58
1726,416,360,56
1726,119,90,29
1726,168,145,23
1726,274,242,32
1726,747,676,71
1726,118,105,13
1726,263,239,24
1726,372,326,46
1726,476,288,188
1726,385,217,168
1726,286,225,61
1726,442,258,184
1726,191,163,28
1726,465,403,62
1726,118,105,13
1726,211,180,31
1726,372,315,57
1726,271,217,54
1726,249,189,60
1726,212,194,18
1726,118,105,13
1726,406,356,50
1726,212,194,18
1726,212,194,18
1726,465,403,62
1726,50,44,6
1726,278,237,41
1726,561,475,86
1726,244,200,44
1726,172,141,31
1726,174,155,19
1726,158,140,18
1726,175,150,25
1726,220,180,40
1726,296,269,27
1726,190,144,46
1726,190,152,38
1726,253,203,50
1726,130,124,6
1726,90,72,18
1726,272,226,46
1726,313,277,36
1726,277,245,32
1726,240,221,19
1726,250,230,20
1726,388,357,31
1726,118,105,13
1726,118,105,13
1726,260,230,30
1726,271,217,54
1726,271,217,54
1726,418,354,64
1726,240,197,43
1726,180,144,36
1726,246,197,49
1726,342,274,68
1726,217,174,43
1726,227,182,45
1726,354,300,54
1726,181,155,26
1726,171,152,19
1726,140,120,20
1726,171,145,26
1726,264,233,31
1726,159,141,18
1726,273,236,37
1726,169,150,19
1726,388,357,31
1726,388,357,31
1726,301,272,29
1726,388,357,31
1726,388,357,31
1726,212,193,19
1726,219,196,23
1726,309,273,36
1726,212,194,18
1726,102,92,10
1726,789,687,102
1726,627,557,70
1726,590,510,80
1726,247,209,38
1726,295,255,40
1726,340,311,29
1726,118,105,13
1726,399,340,59
1726,196,174,22
1726,118,105,13
1726,465,403,62
1726,542,475,67
1726,297,269,28
1726,318,285,33
1726,474,424,50
1726,162,130,32
1726,60,55,5
1726,194,177,17
1726,192,154,38
1726,372,326,46
1726,643,569,74
1726,120,110,10
1726,278,244,34
1726,314,275,39
1726,235,227,8
1726,399,390,9
1726,363,338,25
1726,246,208,38
1726,374,342,32
1726,118,105,13
1726,492,412,80
1726,170,136,34
1726,385,329,56
1726,146,117,29
1726,113,96,17
1726,43,38,5
1726,212,194,18
1726,406,356,50
1726,372,326,46
1726,268,219,49
1726,331,283,48
1726,386,351,35
1726,357,315,42
1726,193,160,33
1726,170,145,25
1726,450,440,10
1726,295,220,75
1726,83,69,14
1726,173,151,22
1726,189,151,38
1726,62,50,12
1726,522,453,69
1726,552,479,73
1726,198,176,22
1726,468,403,65
1726,180,154,26
1726,33,29,4
1726,169,150,19
1726,358,314,44
1726,465,403,62
1726,212,194,18
1726,315,267,48
1726,314,281,33
1726,236,211,25
1726,305,255,50
1726,380,329,51
1726,296,268,28
1726,434,376,58
1726,269,228,41
1726,203,180,23
1726,271,217,54
1726,167,143,24
1726,305,273,32
1726,840,728,112
1726,167,141,26
1726,260,220,40
1726,271,217,54
1726,406,356,50
1726,406,356,50
1726,301,272,29
1726,261,221,40
1726,284,240,44
1726,236,200,36
1726,40,35,5
1726,150,127,23
1726,393,333,60
1726,185,148,37
1726,522,418,104
1726,62,51,11
1726,532,450,82
1726,318,269,49
1726,292,247,45
1726,465,403,62
1726,260,230,30
1726,491,431,60
1726,350,290,60
1726,163,132,31
1726,165,137,28
1726,229,196,33
1726,201,170,31
1726,182,154,28
1726,259,219,40
1726,241,204,37
1726,271,217,54
1726,182,154,28
1726,129,129,0
1726,331,283,48
1727,118,105,13
1727,465,403,62
1727,331,283,48
1727,420,352,68
1727,330,302,28
1727,251,227,24
1727,516,447,69
1727,322,273,49
1727,314,281,33
1727,400,335,65
1727,472,424,48
1727,300,272,28
1727,232,211,21
1727,402,349,53
1727,751,675,76
1727,271,217,54
1727,298,252,46
1727,241,197,44
1727,406,356,50
1727,271,217,54
1727,207,177,30
1727,149,126,23
1727,271,217,54
1727,271,217,54
1727,228,193,35
1727,235,199,36
1727,201,170,31
1727,271,217,54
1727,563,409,154
1727,626,555,71
1727,748,682,66
1727,684,610,74
1727,271,217,54
1727,271,217,54
1727,234,190,44
1727,226,204,22
1727,271,217,54
1727,271,217,54
1727,390,330,60
1727,241,197,44
1727,164,131,33
1727,212,194,18
1727,118,105,13
1727,492,412,80
1727,360,322,38
1727,400,358,42
1727,212,194,18
1727,118,105,13
1727,148,131,17
1727,50,44,6
1727,271,217,54
1727,465,403,62
1727,492,412,80
1727,331,283,48
1727,357,319,38
1727,333,292,41
1727,776,661,115
1727,300,296,4
1727,356,273,83
1727,271,217,54
1727,275,233,42
1727,234,202,32
1727,312,264,48
1727,150,133,17
1727,118,105,13
1727,465,403,62
1727,102,92,10
1727,102,92,10
1727,406,356,50
1727,700,607,93
1727,271,217,54
1727,614,531,83
1727,316,247,69
1727,273,236,37
1727,465,403,62
1727,398,337,61
1727,306,245,61
1727,283,227,56
1727,273,219,54
1727,367,313,54
1727,260,230,30
1727,388,357,31
1727,388,357,31
1727,388,357,31
1727,388,357,31
1727,388,357,31
1727,388,357,31
1727,211,180,31
1727,492,412,80
1727,406,356,50
1727,492,412,80
1727,118,105,13
1727,301,272,29
1727,226,204,22
1727,121,109,12
1727,606,550,56
1727,400,80,320
1727,331,283,48
1727,184,147,37
1727,271,217,54
1727,388,357,31
1727,75,69,6
1727,123,123,0
1727,264,240,24
1727,150,139,11
1727,271,232,39
1727,406,356,50
1727,460,419,41
1727,330,276,54
1727,300,275,25
1727,318,285,33
1727,272,223,49
1727,265,217,48
1727,178,151,27
1727,186,157,29
1727,141,125,16
1727,160,144,16
1727,388,357,31
1727,388,357,31
1727,388,357,31
1727,388,357,31
1727,388,357,31
1727,51,47,4
1727,166,153,13
1727,301,272,29
1727,152,125,27
1727,161,140,21
1727,179,143,36
1727,268,244,24
1727,149,126,23
1727,388,357,31
1727,171,157,14
1727,388,357,31
1727,169,150,19
1727,122,108,14
1727,307,260,47
1727,218,215,3
1727,255,218,37
1727,22,18,4
1727,131,111,20
1727,216,177,39
1727,237,190,47
1727,370,320,50
1727,386,351,35
1727,213,180,33
1727,290,240,50
1727,271,217,54
1727,461,400,61
1727,412,340,72
1727,199,176,23
1727,370,320,50
1727,260,220,40
1727,376,312,64
1727,283,207,76
1727,238,217,21
1727,492,419,73
1727,493,420,73
1727,153,130,23
1727,416,278,138
1727,271,217,54
1727,192,154,38
1727,394,340,54
1727,222,217,5
1727,285,228,57
1727,232,196,36
1727,218,193,25
1727,187,150,37
1727,203,173,30
1727,300,274,26
1727,410,398,12
1727,300,277,23
1727,172,150,22
1727,208,167,41
1727,114,101,13
1727,334,296,38
1727,120,105,15
1727,149,126,23
1727,462,401,61
1727,271,217,54
1727,273,236,37
1727,195,160,35
1727,178,152,26
1727,86,77,9
1727,122,100,22
1727,320,268,52
1727,221,198,23
1727,524,439,85
1727,378,374,4
1728,41,37,4
1728,305,244,61
1728,252,202,50
1728,443,355,88
1728,358,303,55
1728,271,217,54
1728,221,195,26
1728,401,333,68
1728,271,217,54
1728,350,280,70
1728,316,240,76
1728,271,217,54
1728,281,225,56
1728,169,150,19
1728,383,307,76
1728,118,105,13
1728,465,403,62
1728,465,403,62
1728,465,403,62
1728,210,202,8
1728,215,181,34
1728,450,367,83
1728,354,354,0
1728,368,313,55
1728,89,87,2
1728,541,461,80
1728,325,260,65
1728,324,280,44
1728,454,364,90
1728,516,431,85
1728,47,32,15
1728,241,200,41
1728,301,250,51
1728,278,231,47
1728,488,405,83
1728,273,219,54
1728,424,367,57
1728,450,150,300
1728,271,217,54
1728,250,203,47
1728,333,288,45
1728,169,150,19
1728,169,150,19
1728,273,236,37
1728,149,126,23
1728,169,150,19
1728,169,150,19
1728,169,150,19
1728,148,131,17
1728,295,254,41
1728,189,170,19
1728,273,219,54
1728,271,217,54
1728,273,236,37
1728,226,204,22
1728,465,403,62
1728,278,211,67
1728,538,450,88
1728,315,302,13
1728,114,114,0
1728,386,351,35
1728,31,26,5
1728,274,232,42
1728,212,194,18
1728,492,412,80
1728,492,412,80
1728,260,230,30
1728,118,105,13
1728,129,129,0
1728,492,412,80
1728,260,230,30
1728,492,412,80
1728,212,194,18
1728,118,105,13
1728,121,118,3
1728,388,357,31
1728,388,357,31
1728,68,59,9
1728,99,91,8
1728,388,357,31
1728,388,357,31
1728,388,357,31
1728,465,403,62
1728,492,412,80
1728,406,356,50
1728,119,100,19
1728,331,283,48
1728,212,194,18
1728,433,360,73
1728,271,217,54
1728,450,377,73
1728,118,105,13
1728,420,364,56
1728,525,436,89
1728,449,360,89
1728,273,236,37
1728,273,236,37
1728,271,217,54
1728,500,434,66
1728,121,108,13
1728,465,403,62
1728,492,412,80
1728,118,105,13
1728,465,403,62
1728,271,217,54
1728,271,217,54
1728,373,310,63
1728,421,350,71
1728,305,244,61
1728,271,217,54
1728,400,313,87
1728,400,356,44
1728,348,341,7
1728,516,464,52
1728,385,322,63
1728,304,264,40
1728,336,304,32
1728,516,447,69
1728,396,331,65
1728,340,285,55
1728,307,281,26
1728,477,399,78
1728,342,286,56
1728,330,302,28
1728,552,479,73
1728,271,217,54
1728,255,221,34
1728,118,105,13
1728,465,403,62
1728,465,403,62
1728,248,210,38
1728,480,416,64
1728,220,195,25
1728,445,386,59
1728,271,217,54
1728,271,217,54
1728,271,217,54
1728,271,217,54
1728,376,312,64
1728,271,217,54
1728,250,210,40
1728,767,672,95
1728,476,458,18
1728,474,417,57
1728,185,150,35
1728,361,300,61
1728,231,192,39
1728,414,332,82
1728,196,174,22
1728,271,217,54
1728,271,217,54
1728,271,217,54
1728,271,217,54
1728,271,217,54
1728,271,217,54
1728,271,217,54
1728,149,126,23
1728,221,198,23
1728,271,217,54
1728,271,217,54
1728,355,295,60
1728,193,158,35
1728,257,220,37
1728,252,202,50
1728,219,187,32
1728,180,170,10
1728,271,217,54
1728,400,335,65
1728,462,401,61
1728,448,375,73
1728,424,361,63
1729,151,126,25
1729,149,126,23
1729,271,217,54
1729,122,100,22
1729,386,351,35
1729,146,120,26
1729,168,143,25
1729,260,230,30
1729,250,200,50
1729,492,412,80
1729,212,194,18
1729,492,412,80
1729,212,194,18
1729,212,194,18
1729,492,412,80
1729,754,642,112
1729,478,383,95
1729,571,478,93
1729,663,555,108
1729,388,357,31
1729,388,357,31
1729,132,119,13
1729,354,269,85
1729,388,357,31
1729,388,357,31
1729,388,357,31
1729,388,357,31
1729,388,357,31
1729,388,357,31
1729,388,357,31
1729,139,118,21
1729,425,360,65
1729,271,217,54
1729,351,350,1
1729,276,209,67
1729,301,244,57
1729,520,440,80
1729,356,270,86
1729,237,190,47
1729,250,150,100
1729,411,329,82
1729,215,190,25
1729,388,357,31
1729,388,357,31
1729,388,357,31
1729,388,357,31
1729,39,35,4
1729,191,153,38
1729,371,300,71
1729,302,262,40
1729,271,217,54
1729,319,270,49
1729,313,286,27
1729,249,220,29
1729,228,193,35
1729,191,153,38
1729,290,240,50
1729,275,220,55
1729,330,279,51
1729,378,303,75
1729,294,249,45
1729,276,209,67
1729,236,189,47
1729,272,230,42
1729,271,217,54
1729,229,194,35
1729,468,403,65
1729,316,269,47
1729,592,504,88
1729,645,562,83
1729,269,238,31
1729,331,268,63
1729,400,320,80
1729,408,330,78
1729,242,194,48
1729,481,385,96
1729,271,217,54
1729,425,360,65
1729,149,126,23
1729,93,77,16
1729,95,74,21
1729,298,239,59
1729,161,129,32
1729,354,300,54
1729,120,104,16
1729,507,420,87
1729,708,636,72
1729,778,602,176
1729,779,602,177
1729,431,365,66
1729,232,196,36
1729,271,217,54
1729,271,217,54
1729,234,200,34
1729,240,197,43
1729,271,217,54
1729,118,105,13
1729,212,194,18
1729,386,351,35
1729,118,105,13
1729,331,283,48
1729,371,325,46
1729,300,278,22
1729,450,363,87
1729,400,383,17
1729,375,300,75
1729,144,120,24
1729,273,236,37
1729,271,217,54
1729,212,194,18
1729,492,412,80
1729,465,403,62
1729,102,92,10
1729,118,105,13
1729,465,403,62
1729,212,194,18
1729,212,194,18
1729,271,217,54
1729,247,200,47
1729,273,236,37
1729,271,217,54
1729,271,217,54
1729,200,165,35
1729,216,210,6
